Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDQ22,OUT018,646.0888157894736
FDR60,OUT049,1349.5129043321313
FDC50,OUT019,207.13050352504627
FDV24,OUT013,2432.6625807321757
DRF48,OUT010,471.3068466911762
FDQ47,OUT046,646.0888157894736
DRN36,OUT049,1559.9736407643322
NCY06,OUT035,2117.4513803278687
FDE52,OUT035,1349.5129043321313
NCB54,OUT045,2006.4707423197508
NCF31,OUT035,2432.6625807321757
FDJ08,OUT027,5041.8214974468065
NCC07,OUT017,1673.983987286064
NCD19,OUT027,1068.5067658349321
FDL46,OUT049,1892.0661445161284
FDM20,OUT045,3805.9486041666673
NCI06,OUT010,471.3068466911762
DRM11,OUT035,4125.174474540678
NCH07,OUT018,2633.8398439024386
FDS23,OUT013,2006.4707423197508
FDO49,OUT018,790.3307954098361
FDS35,OUT049,1068.5067658349321
DRK39,OUT045,1349.5129043321313
DRI39,OUT049,1068.5067658349321
FDV04,OUT017,2633.8398439024386
NCN14,OUT035,3190.643467582415
FDH08,OUT013,3805.9486041666673
FDS20,OUT046,3190.643467582415
FDV40,OUT049,1068.5067658349321
FDZ48,OUT010,207.13050352504627
FDS24,OUT027,2846.400822516553
FDK44,OUT049,2843.569789215687
FDS48,OUT045,2432.6625807321757
FDK26,OUT010,471.3068466911762
FDD23,OUT045,3190.643467582415
NCH54,OUT017,2633.8398439024386
NCP14,OUT010,207.13050352504627
FDM60,OUT010,207.13050352504627
FDV24,OUT017,2432.6625807321757
FDH08,OUT018,3805.9486041666673
FDS12,OUT027,2846.400822516553
FDR39,OUT027,5041.8214974468065
FDP12,OUT027,646.0888157894736
DRF60,OUT027,5041.8214974468065
FDC09,OUT035,1673.983987286064
FDF50,OUT018,3011.5252991596626
FDG28,OUT035,3805.9486041666673
NCE19,OUT017,1068.5067658349321
NCM53,OUT010,207.13050352504627
NCN18,OUT049,1673.983987286064
FDF32,OUT035,3011.5252991596626
FDF11,OUT013,3805.9486041666673
DRI59,OUT049,3805.9486041666673
NCG54,OUT035,2633.8398439024386
FDM44,OUT046,1559.9736407643322
FDT57,OUT018,3805.9486041666673
FDV24,OUT046,2432.6625807321757
FDI50,OUT019,471.3068466911762
FDS09,OUT035,790.3307954098361
NCC31,OUT027,5041.8214974468065
FDQ07,OUT019,471.3068466911762
FDC22,OUT017,3011.5252991596626
FDZ56,OUT046,2633.8398439024386
FDZ40,OUT019,207.13050352504627
FDS46,OUT027,2846.400822516553
DRD24,OUT045,2117.4513803278687
FDV45,OUT017,3190.643467582415
FDL26,OUT045,2432.6625807321757
FDA56,OUT018,2006.4707423197508
FDN27,OUT046,1892.0661445161284
FDM20,OUT049,3805.9486041666673
FDO16,OUT017,1349.5129043321313
FDL03,OUT035,3011.5252991596626
FDE58,OUT046,1892.0661445161284
FDI02,OUT027,2846.400822516553
NCC55,OUT019,207.13050352504627
FDR03,OUT018,3805.9486041666673
FDB14,OUT017,1349.5129043321313
FDR45,OUT013,3805.9486041666673
NCN07,OUT017,2117.4513803278687
FDM51,OUT019,207.13050352504627
FDT52,OUT027,5041.8214974468065
FDL26,OUT046,2432.6625807321757
NCZ42,OUT046,3805.9486041666673
DRI47,OUT019,471.3068466911762
FDW40,OUT013,2117.4513803278687
FDN34,OUT046,2633.8398439024386
FDS01,OUT035,2843.569789215687
NCG55,OUT045,1892.0661445161284
FDC11,OUT035,1349.5129043321313
FDX35,OUT018,3549.8509475083047
NCB06,OUT046,2633.8398439024386
FDR09,OUT019,471.3068466911762
FDC53,OUT017,1559.9736407643322
FDY45,OUT013,4125.174474540678
FDA22,OUT010,471.3068466911762
FDE02,OUT035,1559.9736407643322
FDW21,OUT045,1559.9736407643322
FDV34,OUT046,1068.5067658349321
FDS59,OUT049,1673.983987286064
NCW17,OUT017,2117.4513803278687
NCK54,OUT046,1892.0661445161284
FDG17,OUT019,471.3068466911762
FDG35,OUT017,2843.569789215687
FDD08,OUT010,207.13050352504627
NCO07,OUT017,3805.9486041666673
FDJ10,OUT010,207.13050352504627
FDW36,OUT017,1673.983987286064
FDW21,OUT010,207.13050352504627
FDY19,OUT017,1892.0661445161284
DRE03,OUT013,790.3307954098361
NCC55,OUT049,646.0888157894736
FDH52,OUT010,207.13050352504627
FDO09,OUT017,4125.174474540678
FDU43,OUT045,3805.9486041666673
FDX09,OUT010,471.3068466911762
FDH40,OUT019,207.13050352504627
FDW58,OUT017,1673.983987286064
FDC47,OUT017,3549.8509475083047
NCR41,OUT035,1559.9736407643322
DRG49,OUT035,3549.8509475083047
FDC52,OUT027,5041.8214974468065
FDY13,OUT046,1068.5067658349321
FDY35,OUT013,790.3307954098361
FDI35,OUT017,3190.643467582415
NCU18,OUT049,2117.4513803278687
FDY33,OUT018,2633.8398439024386
FDC15,OUT027,5041.8214974468065
FDU01,OUT049,3190.643467582415
NCU42,OUT046,2633.8398439024386
NCV29,OUT018,2843.569789215687
NCY30,OUT017,3190.643467582415
FDQ46,OUT049,1673.983987286064
FDG58,OUT027,5041.8214974468065
FDK33,OUT017,3805.9486041666673
NCD07,OUT045,1892.0661445161284
NCX29,OUT027,5041.8214974468065
NCT42,OUT013,2432.6625807321757
DRN59,OUT035,790.3307954098361
FDI44,OUT035,1349.5129043321313
FDA45,OUT049,2843.569789215687
FDP31,OUT045,1068.5067658349321
FDY01,OUT046,1892.0661445161284
FDT09,OUT018,2117.4513803278687
DRH03,OUT027,2846.400822516553
FDA36,OUT018,3190.643467582415
NCF31,OUT017,2432.6625807321757
FDG14,OUT049,2432.6625807321757
FDG28,OUT027,5041.8214974468065
FDU14,OUT049,4125.174474540678
FDY47,OUT019,207.13050352504627
FDI56,OUT049,1349.5129043321313
DRD01,OUT013,1068.5067658349321
FDM22,OUT046,1068.5067658349321
FDH33,OUT013,646.0888157894736
DRZ24,OUT013,1892.0661445161284
NCQ38,OUT046,1673.983987286064
FDO16,OUT027,2846.400822516553
FDU07,OUT027,5041.8214974468065
NCB07,OUT013,3011.5252991596626
FDU48,OUT045,2117.4513803278687
NCM43,OUT045,2633.8398439024386
FDR31,OUT010,471.3068466911762
DRK49,OUT018,646.0888157894736
NCI30,OUT010,471.3068466911762
DRD60,OUT017,3190.643467582415
NCG19,OUT046,3549.8509475083047
FDH12,OUT035,1673.983987286064
FDM32,OUT035,1349.5129043321313
FDM27,OUT035,2432.6625807321757
NCU53,OUT027,5041.8214974468065
NCQ18,OUT046,1559.9736407643322
FDS10,OUT013,2843.569789215687
FDB33,OUT027,5041.8214974468065
FDI12,OUT013,1349.5129043321313
NCW42,OUT013,3805.9486041666673
NCC06,OUT018,2117.4513803278687
FDW02,OUT017,2006.4707423197508
NCD43,OUT017,1673.983987286064
FDM57,OUT018,1349.5129043321313
FDA58,OUT017,3549.8509475083047
FDK56,OUT046,3190.643467582415
FDP52,OUT045,3805.9486041666673
FDW20,OUT018,2117.4513803278687
FDS52,OUT049,1559.9736407643322
NCT29,OUT018,1892.0661445161284
NCL54,OUT013,2843.569789215687
FDC05,OUT045,3011.5252991596626
FDF34,OUT035,3011.5252991596626
FDP03,OUT027,2846.400822516553
FDD32,OUT010,207.13050352504627
FDZ10,OUT045,2117.4513803278687
FDZ40,OUT035,1068.5067658349321
FDD51,OUT018,790.3307954098361
NCY30,OUT019,471.3068466911762
FDP58,OUT017,3549.8509475083047
FDV49,OUT017,4125.174474540678
FDY24,OUT019,207.13050352504627
NCO55,OUT017,1673.983987286064
FDR13,OUT017,1892.0661445161284
FDS51,OUT017,1068.5067658349321
FDP26,OUT045,1673.983987286064
NCB54,OUT027,2846.400822516553
FDF32,OUT017,3011.5252991596626
FDN31,OUT018,3190.643467582415
DRM48,OUT017,646.0888157894736
FDN20,OUT049,2633.8398439024386
DRL01,OUT046,3805.9486041666673
FDV56,OUT049,1673.983987286064
DRH13,OUT027,2846.400822516553
FDA03,OUT017,2432.6625807321757
FDF47,OUT027,5041.8214974468065
FDX32,OUT046,2432.6625807321757
FDX57,OUT049,1559.9736407643322
NCA30,OUT045,3011.5252991596626
FDO49,OUT013,790.3307954098361
FDL04,OUT019,207.13050352504627
DRM48,OUT035,646.0888157894736
FDR16,OUT013,3549.8509475083047
NCC19,OUT018,3011.5252991596626
NCE42,OUT045,3805.9486041666673
FDY24,OUT017,1068.5067658349321
FDH19,OUT049,2843.569789215687
FDJ46,OUT013,2843.569789215687
FDN45,OUT010,471.3068466911762
FDY08,OUT035,2006.4707423197508
FDZ37,OUT035,1349.5129043321313
NCT30,OUT045,790.3307954098361
DRY23,OUT018,646.0888157894736
NCZ30,OUT018,2006.4707423197508
FDC44,OUT018,1892.0661445161284
FDB45,OUT035,1673.983987286064
FDY04,OUT013,2633.8398439024386
FDM27,OUT046,2633.8398439024386
FDZ43,OUT017,3805.9486041666673
FDT39,OUT019,471.3068466911762
NCC06,OUT019,207.13050352504627
FDL15,OUT027,5041.8214974468065
FDL57,OUT017,4125.174474540678
FDU08,OUT046,1559.9736407643322
FDK40,OUT017,4125.174474540678
FDQ12,OUT010,471.3068466911762
FDS48,OUT017,2432.6625807321757
FDP09,OUT045,3805.9486041666673
FDW21,OUT049,1559.9736407643322
FDY25,OUT035,3190.643467582415
DRE13,OUT017,1349.5129043321313
FDV43,OUT019,207.13050352504627
FDD22,OUT045,1673.983987286064
FDM46,OUT019,207.13050352504627
NCO30,OUT010,471.3068466911762
FDM25,OUT046,2843.569789215687
NCN41,OUT049,2117.4513803278687
FDU24,OUT045,1349.5129043321313
FDZ50,OUT046,3190.643467582415
FDP45,OUT013,4125.174474540678
NCM54,OUT045,2117.4513803278687
FDW10,OUT019,471.3068466911762
FDP20,OUT017,2117.4513803278687
FDK32,OUT046,2432.6625807321757
FDN52,OUT049,1349.5129043321313
FDM58,OUT045,1673.983987286064
FDZ46,OUT027,2846.400822516553
NCA18,OUT018,1892.0661445161284
FDD35,OUT046,2006.4707423197508
NCK31,OUT035,790.3307954098361
FDI40,OUT027,2846.400822516553
FDT50,OUT019,207.13050352504627
NCT06,OUT046,2633.8398439024386
FDT31,OUT035,3190.643467582415
FDT45,OUT049,1068.5067658349321
FDT13,OUT045,3190.643467582415
FDO50,OUT045,1349.5129043321313
NCU18,OUT010,207.13050352504627
NCR54,OUT049,3011.5252991596626
NCO18,OUT018,2843.569789215687
FDU09,OUT045,1068.5067658349321
FDT13,OUT018,3190.643467582415
FDE09,OUT046,1673.983987286064
NCK53,OUT019,207.13050352504627
FDG45,OUT049,3805.9486041666673
DRH15,OUT035,790.3307954098361
FDO21,OUT019,471.3068466911762
FDD14,OUT027,5041.8214974468065
FDC09,OUT046,1673.983987286064
FDH45,OUT027,646.0888157894736
FDV32,OUT046,1068.5067658349321
FDG12,OUT035,1892.0661445161284
FDS32,OUT013,2117.4513803278687
NCL55,OUT018,4125.174474540678
DRE01,OUT035,3549.8509475083047
DRE15,OUT049,1349.5129043321313
NCL42,OUT045,3805.9486041666673
FDP31,OUT013,1068.5067658349321
FDN33,OUT018,1349.5129043321313
FDZ59,OUT046,2633.8398439024386
FDE45,OUT010,471.3068466911762
FDJ07,OUT013,1892.0661445161284
FDQ45,OUT018,3190.643467582415
FDM33,OUT027,5041.8214974468065
FDO15,OUT010,207.13050352504627
FDM46,OUT013,1349.5129043321313
FDR03,OUT045,3805.9486041666673
FDY49,OUT018,2633.8398439024386
FDQ60,OUT045,1892.0661445161284
FDW10,OUT049,2843.569789215687
FDO51,OUT049,790.3307954098361
FDJ40,OUT018,1673.983987286064
FDS20,OUT018,3190.643467582415
FDU45,OUT013,1892.0661445161284
FDV02,OUT035,2633.8398439024386
FDN09,OUT046,3805.9486041666673
NCM55,OUT027,5041.8214974468065
FDN23,OUT018,2432.6625807321757
FDY31,OUT010,471.3068466911762
FDW03,OUT010,207.13050352504627
FDD14,OUT046,3190.643467582415
FDV23,OUT017,2006.4707423197508
DRI03,OUT045,2843.569789215687
FDN13,OUT035,1559.9736407643322
FDF45,OUT027,1068.5067658349321
FDU46,OUT035,1349.5129043321313
FDB57,OUT049,3805.9486041666673
FDV12,OUT049,1559.9736407643322
FDQ58,OUT013,2432.6625807321757
NCA18,OUT017,1892.0661445161284
FDH52,OUT049,1068.5067658349321
FDM24,OUT018,2432.6625807321757
NCP43,OUT027,5041.8214974468065
NCO18,OUT019,471.3068466911762
FDM32,OUT017,1349.5129043321313
NCL07,OUT017,646.0888157894736
FDK03,OUT013,4125.174474540678
FDP59,OUT017,1673.983987286064
FDQ24,OUT049,4125.174474540678
FDQ16,OUT018,1673.983987286064
FDU44,OUT013,2633.8398439024386
FDH28,OUT010,207.13050352504627
FDV28,OUT019,207.13050352504627
FDM22,OUT045,1068.5067658349321
FDR56,OUT046,3011.5252991596626
FDV39,OUT049,3011.5252991596626
FDU37,OUT019,207.13050352504627
FDQ11,OUT010,471.3068466911762
FDX02,OUT045,3805.9486041666673
NCS42,OUT018,1349.5129043321313
FDY57,OUT027,2846.400822516553
FDB21,OUT049,3549.8509475083047
FDE28,OUT017,3549.8509475083047
FDQ55,OUT017,1892.0661445161284
FDA48,OUT049,3549.8509475083047
FDZ19,OUT045,2843.569789215687
NCC43,OUT045,4125.174474540678
NCV18,OUT046,1349.5129043321313
NCA42,OUT018,2633.8398439024386
FDY45,OUT046,4125.174474540678
NCC30,OUT045,2843.569789215687
FDM57,OUT013,1349.5129043321313
FDL09,OUT010,471.3068466911762
FDB09,OUT027,2846.400822516553
FDT44,OUT035,1892.0661445161284
NCT06,OUT027,5041.8214974468065
FDX26,OUT049,3190.643467582415
FDK32,OUT013,2432.6625807321757
DRA12,OUT046,2006.4707423197508
FDO46,OUT010,471.3068466911762
FDE52,OUT013,1349.5129043321313
NCH42,OUT045,3805.9486041666673
FDV08,OUT035,646.0888157894736
FDB47,OUT018,3549.8509475083047
FDC28,OUT010,207.13050352504627
FDD22,OUT046,1892.0661445161284
FDS07,OUT027,2846.400822516553
DRI13,OUT045,3805.9486041666673
FDG32,OUT018,3549.8509475083047
FDU14,OUT017,4125.174474540678
FDD28,OUT019,207.13050352504627
NCP41,OUT017,1673.983987286064
FDS08,OUT049,2843.569789215687
FDX47,OUT045,2633.8398439024386
FDC53,OUT019,207.13050352504627
FDQ19,OUT035,3805.9486041666673
FDL14,OUT045,2432.6625807321757
FDM33,OUT019,471.3068466911762
FDA51,OUT045,1892.0661445161284
FDZ27,OUT018,790.3307954098361
FDT04,OUT046,646.0888157894736
DRC13,OUT049,2006.4707423197508
FDR16,OUT027,5041.8214974468065
FDQ03,OUT027,5041.8214974468065
FDE38,OUT035,2633.8398439024386
DRH23,OUT027,1068.5067658349321
FDT11,OUT019,471.3068466911762
FDD09,OUT035,2843.569789215687
FDR40,OUT045,1349.5129043321313
FDX07,OUT017,3190.643467582415
FDR07,OUT035,1559.9736407643322
FDA51,OUT017,1892.0661445161284
FDT59,OUT019,471.3068466911762
FDF20,OUT017,3011.5252991596626
FDR13,OUT045,1892.0661445161284
FDY26,OUT049,3805.9486041666673
FDW04,OUT017,2006.4707423197508
FDK52,OUT017,3549.8509475083047
FDN60,OUT049,2633.8398439024386
FDM09,OUT019,471.3068466911762
FDP46,OUT049,1349.5129043321313
FDB50,OUT019,207.13050352504627
NCQ29,OUT049,4125.174474540678
FDP16,OUT027,5041.8214974468065
FDX33,OUT018,2633.8398439024386
FDP07,OUT010,471.3068466911762
FDN22,OUT046,4125.174474540678
FDF39,OUT049,4125.174474540678
FDS21,OUT017,1068.5067658349321
NCM42,OUT013,1673.983987286064
FDK50,OUT019,471.3068466911762
DRF13,OUT027,5041.8214974468065
FDH35,OUT018,2633.8398439024386
FDP60,OUT018,1559.9736407643322
DRJ49,OUT027,2846.400822516553
NCT42,OUT019,471.3068466911762
FDE38,OUT049,2633.8398439024386
FDI04,OUT049,3011.5252991596626
NCH54,OUT045,2633.8398439024386
FDT56,OUT049,1068.5067658349321
DRD15,OUT018,3805.9486041666673
FDV58,OUT013,3011.5252991596626
FDP21,OUT049,3190.643467582415
FDH05,OUT013,3549.8509475083047
FDR10,OUT027,5041.8214974468065
NCP06,OUT045,2432.6625807321757
FDF33,OUT049,1673.983987286064
DRK37,OUT013,3190.643467582415
DRH49,OUT045,1349.5129043321313
FDT58,OUT013,2633.8398439024386
FDD41,OUT018,1673.983987286064
FDP40,OUT018,1673.983987286064
FDM51,OUT027,2846.400822516553
FDO45,OUT010,207.13050352504627
FDW33,OUT010,207.13050352504627
FDY24,OUT045,1068.5067658349321
FDB10,OUT010,471.3068466911762
FDM40,OUT035,2006.4707423197508
NCI06,OUT017,3190.643467582415
FDW12,OUT019,471.3068466911762
FDX48,OUT027,5041.8214974468065
NCW05,OUT027,2846.400822516553
FDX27,OUT017,1559.9736407643322
DRM37,OUT045,3011.5252991596626
FDA38,OUT045,3805.9486041666673
FDR36,OUT046,646.0888157894736
FDZ45,OUT046,3011.5252991596626
FDG05,OUT017,2633.8398439024386
FDK28,OUT013,4125.174474540678
FDV47,OUT045,1349.5129043321313
FDN21,OUT045,2633.8398439024386
FDP20,OUT027,2846.400822516553
FDI35,OUT045,3190.643467582415
DRY23,OUT013,646.0888157894736
FDA56,OUT017,2006.4707423197508
FDB09,OUT013,2117.4513803278687
NCO26,OUT027,2846.400822516553
FDQ49,OUT018,2432.6625807321757
FDI52,OUT027,2846.400822516553
FDZ44,OUT027,2846.400822516553
FDZ09,OUT018,2633.8398439024386
FDY03,OUT049,1892.0661445161284
NCG42,OUT017,2117.4513803278687
DRI13,OUT027,5041.8214974468065
FDQ32,OUT013,2117.4513803278687
FDW16,OUT035,1349.5129043321313
FDU27,OUT046,790.3307954098361
FDR28,OUT010,471.3068466911762
FDQ49,OUT010,471.3068466911762
FDS37,OUT046,1892.0661445161284
FDW26,OUT018,3549.8509475083047
FDX12,OUT018,3805.9486041666673
NCP06,OUT013,2432.6625807321757
FDW45,OUT010,471.3068466911762
NCN30,OUT049,1559.9736407643322
FDN24,OUT049,1068.5067658349321
NCL41,OUT027,646.0888157894736
FDR02,OUT019,207.13050352504627
FDD09,OUT010,471.3068466911762
FDS33,OUT010,207.13050352504627
FDU22,OUT045,1892.0661445161284
FDI53,OUT013,2633.8398439024386
DRH01,OUT049,2843.569789215687
FDX32,OUT013,2117.4513803278687
NCP30,OUT018,646.0888157894736
FDB60,OUT045,3011.5252991596626
FDB14,OUT049,1349.5129043321313
NCP02,OUT035,1068.5067658349321
FDJ10,OUT017,2006.4707423197508
FDG34,OUT046,1673.983987286064
NCB18,OUT017,1349.5129043321313
FDM16,OUT049,1068.5067658349321
FDW25,OUT018,1349.5129043321313
FDB35,OUT010,207.13050352504627
DRN11,OUT013,2006.4707423197508
FDF41,OUT019,471.3068466911762
FDH16,OUT045,1349.5129043321313
NCQ50,OUT018,3805.9486041666673
DRH23,OUT018,1068.5067658349321
DRJ37,OUT013,2432.6625807321757
DRJ24,OUT027,5041.8214974468065
FDY16,OUT035,3190.643467582415
FDQ27,OUT045,1673.983987286064
FDZ33,OUT045,2432.6625807321757
FDF29,OUT045,2117.4513803278687
FDA08,OUT049,2633.8398439024386
FDG31,OUT046,1068.5067658349321
FDE34,OUT019,471.3068466911762
NCR30,OUT027,1068.5067658349321
FDV33,OUT035,4125.174474540678
DRZ24,OUT018,2006.4707423197508
NCL54,OUT035,2843.569789215687
FDR12,OUT049,2843.569789215687
NCC54,OUT046,3549.8509475083047
DRN59,OUT013,790.3307954098361
FDX50,OUT019,207.13050352504627
FDV31,OUT027,5041.8214974468065
NCA29,OUT027,5041.8214974468065
FDW60,OUT049,2843.569789215687
FDX08,OUT017,3190.643467582415
DRD49,OUT013,3549.8509475083047
FDD33,OUT046,3549.8509475083047
FDW35,OUT013,646.0888157894736
FDJ36,OUT017,1673.983987286064
FDV51,OUT035,2633.8398439024386
FDW36,OUT046,1673.983987286064
FDH35,OUT046,2633.8398439024386
NCS30,OUT027,2846.400822516553
FDN49,OUT017,646.0888157894736
FDL08,OUT018,3805.9486041666673
FDI09,OUT013,3549.8509475083047
FDP19,OUT018,2006.4707423197508
FDU21,OUT010,207.13050352504627
NCP41,OUT045,1673.983987286064
FDY10,OUT013,1892.0661445161284
FDP12,OUT018,646.0888157894736
NCN26,OUT049,1892.0661445161284
FDK44,OUT013,2843.569789215687
FDC28,OUT049,1673.983987286064
FDJ41,OUT027,5041.8214974468065
NCT29,OUT035,2006.4707423197508
NCH42,OUT019,471.3068466911762
FDU60,OUT018,2633.8398439024386
FDS02,OUT045,3011.5252991596626
FDC51,OUT046,2006.4707423197508
FDU03,OUT013,3190.643467582415
FDX39,OUT045,3805.9486041666673
NCY05,OUT010,207.13050352504627
NCL06,OUT027,5041.8214974468065
FDD32,OUT035,1349.5129043321313
NCN41,OUT045,2117.4513803278687
NCX53,OUT049,2117.4513803278687
FDU57,OUT019,471.3068466911762
FDQ23,OUT046,1673.983987286064
FDQ52,OUT045,4125.174474540678
FDC14,OUT045,646.0888157894736
FDY09,OUT035,2843.569789215687
FDQ28,OUT045,2432.6625807321757
FDV25,OUT046,3805.9486041666673
FDJ07,OUT035,1892.0661445161284
DRB25,OUT049,1673.983987286064
FDK52,OUT019,471.3068466911762
FDY52,OUT027,1068.5067658349321
FDB28,OUT046,3011.5252991596626
FDT36,OUT035,646.0888157894736
FDV25,OUT017,3805.9486041666673
NCN07,OUT027,2846.400822516553
FDC57,OUT017,3011.5252991596626
FDQ03,OUT018,3549.8509475083047
FDU23,OUT017,2633.8398439024386
NCX41,OUT035,3805.9486041666673
NCD06,OUT035,790.3307954098361
FDW08,OUT045,1673.983987286064
NCU29,OUT017,2432.6625807321757
NCE06,OUT013,2633.8398439024386
FDV52,OUT010,207.13050352504627
FDB02,OUT017,2843.569789215687
NCR18,OUT045,646.0888157894736
FDK16,OUT049,1559.9736407643322
NCQ29,OUT010,471.3068466911762
FDZ01,OUT019,207.13050352504627
FDW27,OUT035,2633.8398439024386
FDD17,OUT018,3805.9486041666673
FDW39,OUT013,2843.569789215687
DRH59,OUT045,1068.5067658349321
FDS52,OUT013,1559.9736407643322
FDU40,OUT027,5041.8214974468065
NCF54,OUT013,2843.569789215687
FDH46,OUT045,1673.983987286064
NCP14,OUT049,1673.983987286064
FDH50,OUT049,3190.643467582415
DRF15,OUT010,471.3068466911762
FDV27,OUT027,2846.400822516553
NCJ06,OUT049,2117.4513803278687
FDN02,OUT018,3549.8509475083047
FDQ51,OUT049,790.3307954098361
FDQ07,OUT017,3549.8509475083047
FDS45,OUT049,1673.983987286064
NCJ06,OUT045,2117.4513803278687
FDD36,OUT035,1892.0661445161284
FDY25,OUT045,3190.643467582415
FDU52,OUT046,2432.6625807321757
DRK47,OUT017,3549.8509475083047
NCL30,OUT017,2117.4513803278687
FDN22,OUT035,4125.174474540678
