Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDA22,OUT017,2566.9923435420496
NCL06,OUT046,4124.224609076076
FDI35,OUT013,3050.1217977706
NCW42,OUT045,3759.777562104953
NCX06,OUT049,3008.3279300366266
FDC37,OUT027,2547.5172855555365
FDZ14,OUT018,1886.9986132433144
DRG49,OUT049,3947.617626214812
NCG06,OUT045,4079.9203086032503
DRC36,OUT045,2844.2521417874177
FDV21,OUT019,300.1583365444493
FDB53,OUT046,2484.7964593655
DRP47,OUT019,577.502283333428
FDA14,OUT013,2472.6101783590484
DRC24,OUT035,2533.1329212096475
FDW21,OUT018,1621.9793435022389
NCH29,OUT046,1527.7107786180754
FDU58,OUT013,3125.1513290833936
FDY27,OUT017,2885.12135820902
FDV56,OUT035,1668.1712391142187
FDT59,OUT046,3840.387815828938
FDB23,OUT046,3765.929075336287
FDR49,OUT045,753.4807559843076
FDB03,OUT010,592.3315335321676
FDN39,OUT045,2669.5706978428443
FDX02,OUT027,5710.480352307239
FDQ16,OUT027,2571.4931216979744
FDU35,OUT018,1557.8210764437804
NCT29,OUT013,2018.1493214351085
FDZ27,OUT046,759.77378087049
FDN57,OUT017,2044.3769317258373
FDA03,OUT018,2445.114544828425
FDZ36,OUT045,3085.7682283426416
NCU05,OUT013,1315.7107714744052
FDT39,OUT018,2394.8057783865834
FDK60,OUT017,1518.1052000988734
FDZ25,OUT017,2790.5449926362726
FDG12,OUT046,2036.8335328094636
DRB01,OUT019,498.63986250547896
NCC43,OUT027,6208.005302355501
FDX13,OUT019,570.7966234659028
FDM22,OUT049,836.2241712938611
FDJ03,OUT027,1250.6535342444945
FDU14,OUT018,3695.793853022325
FDB33,OUT010,372.0187257630922
FDP27,OUT046,3124.5181947074084
FDO38,OUT010,174.63472473224422
FDE28,OUT027,6189.749527621512
FDO27,OUT035,1504.3694157198663
DRL23,OUT027,2541.3654202053904
FDS28,OUT046,849.8621492860243
FDX24,OUT013,1447.2022744838055
FDZ02,OUT035,1515.5725909847147
FDL46,OUT045,1938.621391560098
FDS60,OUT027,4924.674200978489
NCO06,OUT017,596.9239751034386
FDO16,OUT035,1353.354201794581
FDC60,OUT049,1369.380086318487
FDA48,OUT018,3274.772570527611
FDZ36,OUT027,5173.255035813814
FDK27,OUT045,2013.794921567831
FDW23,OUT018,604.6746125036395
FDM14,OUT018,1684.2437059341473
FDM14,OUT013,1658.291273679661
FDW60,OUT018,2809.0074278497327
FDE21,OUT013,1965.6132009978721
NCM42,OUT035,1668.1712391142187
FDY59,OUT010,215.71302442332896
DRI49,OUT049,1306.2426457824122
FDT28,OUT019,336.4340307698796
FDQ22,OUT018,604.6746125036395
FDR60,OUT049,1267.8414652464733
FDC50,OUT019,240.6444516204651
FDV24,OUT013,2409.9889434090524
DRF48,OUT010,476.26591661588833
FDQ47,OUT046,604.8875039942257
DRN36,OUT049,1522.8568075709743
NCY06,OUT035,2044.0270327414055
FDE52,OUT035,1386.450132721629
NCB54,OUT045,2004.313059427136
NCF31,OUT035,2507.4673158687415
FDJ08,OUT027,5283.579230674028
NCC07,OUT017,1646.2991553300678
NCD19,OUT027,1548.6212411547954
FDL46,OUT049,1997.138562683387
FDM20,OUT045,3970.7542410554333
NCI06,OUT010,447.16447340736
DRM11,OUT035,4174.375242779875
NCH07,OUT018,2496.474680513118
FDS23,OUT013,2029.0793992278723
FDO49,OUT018,744.1909518817577
FDS35,OUT049,1064.4984596173967
DRK39,OUT045,1335.8069666460535
DRI39,OUT049,859.5565799590821
FDV04,OUT017,2541.8103445333254
NCN14,OUT035,3060.033582536813
FDH08,OUT013,3825.200297404925
FDS20,OUT046,3143.0454802311747
FDV40,OUT049,1146.4492621929742
FDZ48,OUT010,242.16569171298718
FDS24,OUT027,2476.3415423430433
FDK44,OUT049,2831.9119718096363
FDS48,OUT045,2512.4552914396704
FDK26,OUT010,504.8201061491566
FDD23,OUT045,3069.9867363503604
NCH54,OUT017,2590.0353707456975
NCP14,OUT010,224.88257922792812
FDM60,OUT010,91.74072070543319
FDV24,OUT017,2448.669820536991
FDH08,OUT018,3350.5789295794198
FDS12,OUT027,3331.6407562380455
FDR39,OUT027,5054.470767192305
FDP12,OUT027,1136.582684840711
DRF60,OUT027,6212.845172935881
FDC09,OUT035,1648.523164764766
FDF50,OUT018,3026.5855642297556
FDG28,OUT035,3988.8875825366413
NCE19,OUT017,846.042725309085
NCM53,OUT010,240.50648649564883
NCN18,OUT049,1722.1226274310104
FDF32,OUT035,3165.611825116307
FDF11,OUT013,3968.446189594066
DRI59,OUT049,3820.725011105508
NCG54,OUT035,2775.686069000234
FDM44,OUT046,1641.0418124412722
FDT57,OUT018,3453.219510380462
FDV24,OUT046,2431.3999707518774
FDI50,OUT019,578.7743158810714
FDS09,OUT035,778.9224486954809
NCC31,OUT027,3973.581253127338
FDQ07,OUT019,578.8134103920861
FDC22,OUT017,3129.2194956098033
FDZ56,OUT046,2763.325346596185
FDZ40,OUT019,168.1402252736829
FDS46,OUT027,3148.870104327846
DRD24,OUT045,2084.157244322172
FDV45,OUT017,3112.1691940387736
FDL26,OUT045,2518.5510112462925
FDA56,OUT018,1907.1486986322975
FDN27,OUT046,1980.711363435166
FDM20,OUT049,3973.9900826737808
FDO16,OUT017,1338.4369282584564
FDL03,OUT035,3053.353701024868
FDE58,OUT046,1969.4434263719363
FDI02,OUT027,3173.5090739072357
NCC55,OUT019,91.74072070543319
FDR03,OUT018,3209.2767377682744
FDB14,OUT017,1449.3687062607903
FDR45,OUT013,3975.6467388600013
NCN07,OUT017,2049.8372384503755
FDM51,OUT019,250.93681611998215
FDT52,OUT027,6238.352959499538
FDL26,OUT046,2499.3809513498327
NCZ42,OUT046,3893.3004898470535
DRI47,OUT019,355.93241840178183
FDW40,OUT013,2108.588309119908
FDN34,OUT046,2812.0759636667412
FDS01,OUT035,2932.6932983786364
NCG55,OUT045,1948.9852556102812
FDC11,OUT035,1371.4811449039782
FDX35,OUT018,3329.034456938914
NCB06,OUT046,2569.9203495607794
FDR09,OUT019,577.0614881122921
FDC53,OUT017,1518.1052000988734
FDY45,OUT013,4123.318518923346
FDA22,OUT010,392.05656486822403
FDE02,OUT035,1501.739454107463
FDW21,OUT045,1633.8049224947267
FDV34,OUT046,1128.5604068713085
FDS59,OUT049,1665.9472296795202
NCW17,OUT017,2046.672313309992
NCK54,OUT046,1975.397578951543
FDG17,OUT019,570.9247638473861
FDG35,OUT017,2894.9109990562615
FDD08,OUT010,91.74072070543319
NCO07,OUT017,3736.363621012029
FDJ10,OUT010,279.110765001229
FDW36,OUT017,1646.2991553300678
FDW21,OUT010,222.15377787359196
FDY19,OUT017,1970.8808429693956
DRE03,OUT013,752.9211282942578
NCC55,OUT049,619.9363275531853
FDH52,OUT010,167.0482655573103
FDO09,OUT017,4138.77892504555
FDU43,OUT045,3961.131549369696
FDX09,OUT010,420.92398236263693
FDH40,OUT019,213.36230712281824
FDW58,OUT017,1649.2698750714283
FDC47,OUT017,3840.7906792556582
NCR41,OUT035,1497.1953839478292
DRG49,OUT035,3978.9150421902364
FDC52,OUT027,3941.561210688861
FDY13,OUT046,1172.409416222563
FDY35,OUT013,631.9725391384497
FDI35,OUT017,3106.6958049692516
NCU18,OUT049,2110.1199258893103
FDY33,OUT018,2506.8799542878924
FDC15,OUT027,3930.206580152611
FDU01,OUT049,3067.8382296449145
NCU42,OUT046,2775.3660355708184
NCV29,OUT018,2818.9691436410567
NCY30,OUT017,3071.927311851046
FDQ46,OUT049,1736.7406645468777
FDG58,OUT027,3806.134850727953
FDK33,OUT017,3702.598674983132
NCD07,OUT045,1930.4852919859352
NCX29,OUT027,3759.5070643263157
NCT42,OUT013,2409.0872989445866
DRN59,OUT035,753.4807559843076
FDI44,OUT035,1268.0438852719894
FDA45,OUT049,2828.2080433892493
FDP31,OUT045,1066.3135857162433
FDY01,OUT046,1965.0337149013596
FDT09,OUT018,1933.4452460998132
DRH03,OUT027,2518.0314959295524
FDA36,OUT018,3033.3882003924296
NCF31,OUT017,2474.3424574919595
FDG14,OUT049,2454.189851458053
FDG28,OUT027,6210.1368854704515
FDU14,OUT049,4073.039252495358
FDY47,OUT019,300.650855094251
FDI56,OUT049,1386.2020430075715
DRD01,OUT013,836.1619802561145
FDM22,OUT046,853.0530622775836
FDH33,OUT013,626.3842903150922
DRZ24,OUT013,1956.2095817921697
NCQ38,OUT046,1651.4938845061267
FDO16,OUT027,2285.692141308688
FDU07,OUT027,3819.9173246446862
NCB07,OUT013,3027.530352578619
FDU48,OUT045,2022.364999590004
NCM43,OUT045,2651.999663830328
FDR31,OUT010,343.39335211846037
DRK49,OUT018,608.688484169856
NCI30,OUT010,588.9062712316482
DRD60,OUT017,3063.2554594404173
NCG19,OUT046,3802.7278708012077
FDH12,OUT035,1648.523164764766
FDM32,OUT035,1444.6006951698664
FDM27,OUT035,2557.577735172916
NCU53,OUT027,4309.386136921121
NCQ18,OUT046,1563.8490998342718
FDS10,OUT013,2922.146675138346
FDB33,OUT027,4101.32432662862
FDI12,OUT013,1360.467382686032
NCW42,OUT013,3686.348332471834
NCC06,OUT018,1924.4930112081076
FDW02,OUT017,2028.347760460822
NCD43,OUT017,1646.2991553300678
FDM57,OUT018,1343.152176248176
FDA58,OUT017,3893.9049501184318
FDK56,OUT046,3125.790370360702
FDP52,OUT045,3834.705344553861
FDW20,OUT018,1914.7325284861558
FDS52,OUT049,1619.3774894078783
NCT29,OUT018,1879.6548955207732
NCL54,OUT013,2833.5305660873028
FDC05,OUT045,3065.956015481065
FDF34,OUT035,3098.2434891006046
FDP03,OUT027,3285.3958776447453
FDD32,OUT010,195.36019551349784
FDZ10,OUT045,2031.615815154778
FDZ40,OUT035,848.7721688961896
FDD51,OUT018,616.5804237973289
NCY30,OUT019,427.8846157407029
FDP58,OUT017,3673.677948036982
FDV49,OUT017,4198.499665034607
FDY24,OUT019,143.98174003391657
NCO55,OUT017,1655.3205539383
FDR13,OUT017,1959.825247394481
FDS51,OUT017,979.7323812875469
FDP26,OUT045,1646.2991553300678
NCB54,OUT027,3336.1333293433086
FDF32,OUT017,3109.9280692757366
FDN31,OUT018,3036.3512918912643
DRM48,OUT017,599.1413763112818
FDN20,OUT049,2755.2508635851973
DRL01,OUT046,3792.2092550791444
FDV56,OUT049,1655.3205539383
DRH13,OUT027,2547.5172855555365
FDA03,OUT017,2517.124965515884
FDF47,OUT027,5755.350574221662
FDX32,OUT046,2492.9749529803285
FDX57,OUT049,1513.3485815500164
NCA30,OUT045,2995.5242404334886
FDO49,OUT013,753.994818399521
FDL04,OUT019,253.08856383438535
DRM48,OUT035,603.5427462436776
FDR16,OUT013,3557.462464578388
NCC19,OUT018,3039.3357635123557
NCE42,OUT045,3894.9036594454396
FDY24,OUT017,844.9527449192501
FDH19,OUT049,2834.6131417526108
FDJ46,OUT013,2811.7403305485595
FDN45,OUT010,600.4063250533513
FDY08,OUT035,2041.681587014223
FDZ37,OUT035,1368.7577334973141
NCT30,OUT045,758.429023119942
DRY23,OUT018,614.663844380193
NCZ30,OUT018,1895.3470543057927
FDC44,OUT018,1830.2477429570447
FDB45,OUT035,1648.523164764766
FDY04,OUT013,2551.418422749505
FDM27,OUT046,2606.1524314887156
FDZ43,OUT017,3988.7706502911515
FDT39,OUT019,358.2344052236277
NCC06,OUT019,300.1102043637636
FDL15,OUT027,3908.9077325350067
FDL57,OUT017,4155.13798040595
FDU08,OUT046,1558.6653256850964
FDK40,OUT017,4164.876677459901
FDQ12,OUT010,587.4337462433684
FDS48,OUT017,2505.3125372010118
FDP09,OUT045,3682.5650275849266
FDW21,OUT049,1567.2257717533375
FDY25,OUT035,3071.047381846318
DRE13,OUT017,1361.8760322216215
FDV43,OUT019,91.74072070543319
FDD22,OUT045,1739.3531970295935
FDM46,OUT019,242.20106585594576
NCO30,OUT010,475.14307968652304
FDM25,OUT046,2838.7786956177274
NCN41,OUT049,2026.9026559968072
FDU24,OUT045,1451.7230649203786
FDZ50,OUT046,3136.6971758354234
FDP45,OUT013,4110.634531502617
NCM54,OUT045,2014.0496887159077
FDW10,OUT019,413.55546568166
FDP20,OUT017,2038.3238722475137
FDK32,OUT046,2493.8765974447942
FDN52,OUT049,1371.9248208222507
FDM58,OUT045,1722.1226274310104
FDZ46,OUT027,3107.4648839980923
NCA18,OUT018,1830.3539476609824
FDD35,OUT046,2038.297563438962
NCK31,OUT035,758.429023119942
FDI40,OUT027,2631.8526772067494
FDT50,OUT019,242.9005098364557
NCT06,OUT046,2606.6948833527367
FDT31,OUT035,3041.4812284694053
FDT45,OUT049,836.2241712938611
FDT13,OUT045,3067.0888372959175
FDO50,OUT045,1386.2020430075715
NCU18,OUT010,277.8826622628851
NCR54,OUT049,3102.713528774507
NCO18,OUT018,2818.9691436410567
FDU09,OUT045,846.042725309085
FDT13,OUT018,3036.3512918912643
FDE09,OUT046,1738.7560875345825
NCK53,OUT019,252.49512185629206
FDG45,OUT049,3652.6765481353623
DRH15,OUT035,669.5593280204419
FDO21,OUT019,580.1980569794646
FDD14,OUT027,5262.467733172173
FDC09,OUT046,1648.523164764766
FDH45,OUT027,1136.582684840711
FDV32,OUT046,1068.317883594336
FDG12,OUT035,1990.3734403119079
FDS32,OUT013,2060.1852876013468
NCL55,OUT018,3665.597195560231
DRE01,OUT035,3932.386145358215
DRE15,OUT049,1269.0882965002493
NCL42,OUT045,3959.873120147129
FDP31,OUT013,1029.5762035087448
FDN33,OUT018,1442.527447540294
FDZ59,OUT046,2553.4010188018847
FDE45,OUT010,425.0635302982037
FDJ07,OUT013,1966.573445842353
FDQ45,OUT018,3030.4689722900534
FDM33,OUT027,5540.423219502314
FDO15,OUT010,173.00443494433
FDM46,OUT013,1449.3687062607903
FDR03,OUT045,3457.732930768069
FDY49,OUT018,2639.8986800891607
FDQ60,OUT045,1943.1835536787237
FDW10,OUT049,2876.2177077337583
FDO51,OUT049,656.0381255844317
FDJ40,OUT018,1642.839120970427
FDS20,OUT018,3043.141757682529
FDU45,OUT013,1839.9009635350383
FDV02,OUT035,2771.6945531612982
FDN09,OUT046,3945.983751479683
NCM55,OUT027,5263.510220137063
FDN23,OUT018,2397.4902170995147
FDY31,OUT010,348.51655981053
FDW03,OUT010,225.10651827631963
FDD14,OUT046,3067.947382833092
FDV23,OUT017,2026.3382399846462
DRI03,OUT045,2849.914536976694
FDN13,OUT035,1569.2407032585634
FDF45,OUT027,1636.1605263601346
FDU46,OUT035,1370.8645866138156
FDB57,OUT049,3761.5732961132544
FDV12,OUT049,1569.9874135652258
FDQ58,OUT013,2419.007332344162
NCA18,OUT017,1949.461383344298
FDH52,OUT049,959.7919759139195
FDM24,OUT018,2390.610054349073
NCP43,OUT027,4983.024772572634
NCO18,OUT019,427.9376622397409
FDM32,OUT017,1391.6261726286493
NCL07,OUT017,604.6191508841938
FDK03,OUT013,4096.966782105541
FDP59,OUT017,1641.389928786092
FDQ24,OUT049,4076.8129292362637
FDQ16,OUT018,1648.9028150649322
FDU44,OUT013,2530.5379008502064
FDH28,OUT010,91.74072070543319
FDV28,OUT019,91.74072070543319
FDM22,OUT045,848.0955824327165
FDR56,OUT046,3096.7061046030854
FDV39,OUT049,3109.679401050749
FDU37,OUT019,190.23023447415838
FDQ11,OUT010,582.0218434969197
FDX02,OUT045,3786.8439152909887
NCS42,OUT018,1435.3766954913176
FDY57,OUT027,2603.75432311893
FDB21,OUT049,3866.702180701778
FDE28,OUT017,3851.7163058246824
FDQ55,OUT017,1959.825600677233
FDA48,OUT049,3708.5915149377724
FDZ19,OUT045,2824.125394989803
NCC43,OUT045,3944.1913862565493
NCV18,OUT046,1340.6033600354413
NCA42,OUT018,2472.9062861680927
FDY45,OUT046,4070.9947108071183
NCC30,OUT045,2941.672130226527
FDM57,OUT013,1357.4986496566091
FDL09,OUT010,401.45642481339985
FDB09,OUT027,3285.3958776447453
FDT44,OUT035,1982.9046891946095
NCT06,OUT027,4212.78720579654
FDX26,OUT049,3147.2587726351085
FDK32,OUT013,2475.3483263507615
DRA12,OUT046,2141.213009746785
FDO46,OUT010,505.9007160339729
FDE52,OUT013,1366.5337240626159
NCH42,OUT045,3858.281655700729
FDV08,OUT035,632.1199733408982
FDB47,OUT018,3297.626715784683
FDC28,OUT010,241.1675503140195
FDD22,OUT046,1952.6954820669532
FDS07,OUT027,3173.5090739072357
DRI13,OUT045,3701.9662686743145
FDG32,OUT018,3300.981142460853
FDU14,OUT017,4109.932953845993
FDD28,OUT019,168.1402252736829
NCP41,OUT017,1669.3841283882546
FDS08,OUT049,2818.6573691914214
FDX47,OUT045,2538.68827252638
FDC53,OUT019,251.56445668552794
FDQ19,OUT035,3946.076387139586
FDL14,OUT045,2477.8708044701802
FDM33,OUT019,585.344609459445
FDA51,OUT045,1916.7662934704472
FDZ27,OUT018,744.1909518817577
FDT04,OUT046,627.4893708811093
DRC13,OUT049,2030.9648186022364
FDR16,OUT027,5523.64520749913
FDQ03,OUT027,6197.354260837474
FDE38,OUT035,2700.6946344762505
DRH23,OUT027,1565.411032752664
FDT11,OUT019,502.1999899504289
FDD09,OUT035,3012.0837148863166
FDR40,OUT045,1335.8069666460535
FDX07,OUT017,3083.435812874472
FDR07,OUT035,1520.3292095335717
FDA51,OUT017,1940.252429118467
FDT59,OUT019,573.3072928872765
FDF20,OUT017,3098.3898301153013
FDR13,OUT045,1937.7729726948269
FDY26,OUT049,3688.416020788505
FDW04,OUT017,2029.0594462069819
FDK52,OUT017,3818.2091732645285
FDN60,OUT049,2552.5364142523554
FDM09,OUT019,428.08147939508103
FDP46,OUT049,1369.1884873356519
FDB50,OUT019,191.41926034920553
NCQ29,OUT049,4035.8138235669485
FDP16,OUT027,6269.784154261699
FDX33,OUT018,2473.518618846299
FDP07,OUT010,505.3258771478187
FDN22,OUT046,3963.2273025864433
FDF39,OUT049,4170.652115153088
FDS21,OUT017,947.0138476274644
NCM42,OUT013,1655.3205539383
FDK50,OUT019,401.67669316170196
DRF13,OUT027,3929.0878539942773
FDH35,OUT018,2523.9675895437563
FDP60,OUT018,1555.1911148313773
DRJ49,OUT027,3336.1333293433086
NCT42,OUT019,356.6555343969422
FDE38,OUT049,2646.318666987661
FDI04,OUT049,3135.7506098415765
NCH54,OUT045,2571.641898156964
FDT56,OUT049,876.0812919309448
DRD15,OUT018,3335.451330872493
FDV58,OUT013,3038.2572038223584
FDP21,OUT049,3160.6931690431243
FDH05,OUT013,3759.3292374081675
FDR10,OUT027,4161.0117067527
NCP06,OUT045,2504.410892736546
FDF33,OUT049,1651.6275679347768
DRK37,OUT013,3107.6952649400423
DRH49,OUT045,1325.1762881061825
FDT58,OUT013,2617.0752010338774
FDD41,OUT018,1632.3918662543801
FDP40,OUT018,1683.9506142463592
FDM51,OUT027,2541.3654202053904
FDO45,OUT010,197.73439275610198
FDW33,OUT010,224.88257922792812
FDY24,OUT045,844.9527449192501
FDB10,OUT010,590.4967711987249
FDM40,OUT035,2102.1072097759807
NCI06,OUT017,3049.5919153682266
FDW12,OUT019,327.3487290230967
FDX48,OUT027,3981.1068848035566
NCW05,OUT027,2631.8526772067494
FDX27,OUT017,1497.137806290116
DRM37,OUT045,3063.0581164266223
FDA38,OUT045,3925.9718637979863
FDR36,OUT046,625.2077254616536
FDZ45,OUT046,3118.671266570246
FDG05,OUT017,2556.931818749253
FDK28,OUT013,4163.210022738974
FDV47,OUT045,1356.061880496807
FDN21,OUT045,2587.1901993458932
FDP20,OUT027,3341.400473143309
FDI35,OUT045,3055.496453956381
DRY23,OUT013,626.3842903150922
FDA56,OUT017,2027.0292018349026
FDB09,OUT013,2029.1804520414642
NCO26,OUT027,3178.655183198874
FDQ49,OUT018,2461.319027229134
FDI52,OUT027,3280.3822051063535
FDZ44,OUT027,3142.3412466191526
FDZ09,OUT018,2523.9675895437563
FDY03,OUT049,1946.9886180319206
NCG42,OUT017,2049.8372384503755
DRI13,OUT027,5510.541684279884
FDQ32,OUT013,2035.6582655778768
FDW16,OUT035,1388.4260524422696
FDU27,OUT046,758.700090765227
FDR28,OUT010,415.13161012702614
FDQ49,OUT010,368.6878132135942
FDS37,OUT046,1967.0432353775354
FDW26,OUT018,3285.584869237614
FDX12,OUT018,3552.5803525164315
NCP06,OUT013,2465.7300156086067
FDW45,OUT010,346.57980938453846
NCN30,OUT049,1494.9713745131312
FDN24,OUT049,836.2241712938611
NCL41,OUT027,1136.582684840711
FDR02,OUT019,277.92104410472786
FDD09,OUT010,455.99117430350117
FDS33,OUT010,197.3912879656036
FDU22,OUT045,1982.8581062642954
FDI53,OUT013,2504.2570835329866
DRH01,OUT049,2836.3296275261055
FDX32,OUT013,2135.248177258413
NCP30,OUT018,604.6746125036395
FDB60,OUT045,3047.190479102431
FDB14,OUT049,1451.7230649203786
NCP02,OUT035,849.8621492860243
FDJ10,OUT017,2031.3504710499108
FDG34,OUT046,1722.1226274310104
NCB18,OUT017,1369.4879575516532
FDM16,OUT049,1141.9635674325225
FDW25,OUT018,1348.0763768593988
FDB35,OUT010,211.8178174186607
DRN11,OUT013,2115.2040172287466
FDF41,OUT019,577.502283333428
FDH16,OUT045,1371.4829957186928
NCQ50,OUT018,3257.49745072039
DRH23,OUT018,843.4382750158134
DRJ37,OUT013,2409.4509528617373
DRJ24,OUT027,5276.006461250884
FDY16,OUT035,3093.344772257206
FDQ27,OUT045,1646.2991553300678
FDZ33,OUT045,2466.925900255563
FDF29,OUT045,2032.7288636401872
FDA08,OUT049,2562.367679464547
FDG31,OUT046,1099.1745293629708
FDE34,OUT019,474.6949376599319
NCR30,OUT027,1787.305998637679
FDV33,OUT035,4193.501202881239
DRZ24,OUT018,1893.071128686702
NCL54,OUT035,2860.2810946384684
FDR12,OUT049,2875.5383258675374
NCC54,OUT046,3847.5470139484464
DRN59,OUT013,749.0465512638866
FDX50,OUT019,278.00280255236083
FDV31,OUT027,4993.495890923334
NCA29,OUT027,4604.343278228888
FDW60,OUT049,2896.3833493077427
FDX08,OUT017,3125.550112316135
DRD49,OUT013,3854.2273229773978
FDD33,OUT046,3761.971325114037
FDW35,OUT013,626.3842903150922
FDJ36,OUT017,1646.2991553300678
FDV51,OUT035,2700.843509541436
FDW36,OUT046,1653.8515773694753
FDH35,OUT046,2592.0858719953044
NCS30,OUT027,3340.937810036859
FDN49,OUT017,618.5915698026372
FDL08,OUT018,3529.1411321643272
FDI09,OUT013,3888.8016467990988
FDP19,OUT018,1912.6219551963886
FDU21,OUT010,91.74072070543319
NCP41,OUT045,1655.3205539383
FDY10,OUT013,1852.2894084625525
FDP12,OUT018,584.0061069113798
NCN26,OUT049,1970.2653384614534
FDK44,OUT013,2801.95417464853
FDC28,OUT049,1665.9472296795202
FDJ41,OUT027,6298.672202537135
NCT29,OUT035,2029.5944329175345
NCH42,OUT019,573.0013836939582
FDU60,OUT018,2595.2025168575365
FDS02,OUT045,3061.977829930082
FDC51,OUT046,2047.4866752827509
FDU03,OUT013,3070.527196550927
FDX39,OUT045,3731.684787239019
NCY05,OUT010,91.74072070543319
NCL06,OUT027,6208.005302355501
FDD32,OUT035,1271.3250357906593
NCN41,OUT045,2003.2282846627631
NCX53,OUT049,2120.4837899394934
FDU57,OUT019,337.360999228038
FDQ23,OUT046,1648.523164764766
FDQ52,OUT045,4013.8132855557865
FDC14,OUT045,623.8629677111054
FDY09,OUT035,2909.5540111508867
FDQ28,OUT045,2527.700062180502
FDV25,OUT046,3762.019231936336
FDJ07,OUT035,1962.3449554018543
DRB25,OUT049,1646.2991553300678
FDK52,OUT019,585.9846659313927
FDY52,OUT027,1748.6380761234498
FDB28,OUT046,3094.8493749027257
FDT36,OUT035,599.1413763112818
FDV25,OUT017,3831.6017858162
NCN07,OUT027,3345.430383142122
FDC57,OUT017,3063.3430998356203
FDQ03,OUT018,3432.0138954455033
FDU23,OUT017,2715.6794204376824
NCX41,OUT035,3706.8606305634607
NCD06,OUT035,755.6786786160201
FDW08,OUT045,1655.3205539383
NCU29,OUT017,2463.666727758077
NCE06,OUT013,2475.738202409762
FDV52,OUT010,264.0388275672832
FDB02,OUT017,2889.1662023428003
NCR18,OUT045,634.0365527580341
FDK16,OUT049,1494.9713745131312
NCQ29,OUT010,589.4102997676217
FDZ01,OUT019,250.41436860072693
FDW27,OUT035,2557.3406862390866
FDD17,OUT018,3438.1101911100677
FDW39,OUT013,2845.714045825838
DRH59,OUT045,1113.601882077532
FDS52,OUT013,1641.7885227479346
FDU40,OUT027,5401.154996759507
NCF54,OUT013,2794.0300678942776
FDH46,OUT045,1646.2991553300678
NCP14,OUT049,1646.2991553300678
FDH50,OUT049,3145.7739302113764
DRF15,OUT010,358.0426703632018
FDV27,OUT027,2419.808503349325
NCJ06,OUT049,2024.1134013982246
FDN02,OUT018,3203.401284205455
FDQ51,OUT049,754.8255137348556
FDQ07,OUT017,3759.2005757351158
FDS45,OUT049,1646.2991553300678
NCJ06,OUT045,2011.5767257252414
FDD36,OUT035,1973.0935874587333
FDY25,OUT045,3074.3507613032643
FDU52,OUT046,2451.7566236209223
DRK47,OUT017,3896.934147668516
NCL30,OUT017,2038.3238722475137
FDN22,OUT035,4057.598181073558
NCF30,OUT027,3331.6407562380455
FDK03,OUT035,4151.904442662632
FDT45,OUT017,849.2336383006442
NCC54,OUT027,6208.005302355501
